0.019, 0.019, 0.0, 0.009499833, 0
0.028, 0.009000002, 0.0, 0.01399956, 0
0.038, 0.01, 0.0, 0.01899887, 0
0.048, 0.01, 0.0, 0.02399771, 0
0.06599999, 0.018, 0.00227566, 0.03299401, 3.511822
0.06800001, 0.002000004, 0.002550169, 0.03399343, 3.511822
0.078, 0.01, 0.004449893, 0.0389901, 3.511822
0.088, 0.01, 0.006805251, 0.04398577, 3.511822
0.09799999, 0.01, 0.009551593, 0.04898038, 3.511822
0.115, 0.01700001, 0.01549139, 0.05746828, 4.046637
0.118, 0.002999999, 0.01656887, 0.05896575, 4.046637
0.128, 0.01, 0.02046973, 0.06395627, 4.046637
0.169, 0.04099999, 0.0407832, 0.08439945, 4.046637
0.172, 0.003000006, 0.04227456, 0.08589402, 4.046637
0.181, 0.008999989, 0.04688282, 0.09037653, 4.630688
0.184, 0.003000006, 0.04843077, 0.09187025, 4.630688
0.186, 0.002000004, 0.04946759, 0.09286602, 4.630688
0.188, 0.001999989, 0.05050903, 0.09386164, 4.630688
0.198, 0.01, 0.05582527, 0.09883834, 4.630688
0.215, 0.01700001, 0.06524955, 0.1072931, 4.908324
0.218, 0.002999991, 0.06691936, 0.1087843, 4.908324
0.228, 0.01, 0.07255182, 0.1137532, 4.908324
0.239, 0.01099999, 0.07879642, 0.1192158, 4.908324
0.248, 0.009000004, 0.08391825, 0.1236824, 4.908324
0.266, 0.01800001, 0.09440738, 0.1326082, 5.295933
0.268, 0.002000004, 0.09557384, 0.1335994, 5.295933
0.278, 0.00999999, 0.1014275, 0.1385528, 5.295933
0.288, 0.00999999, 0.1072819, 0.1435028, 5.295933
0.298, 0.01000002, 0.1131194, 0.1484493, 5.295933
0.315, 0.01699999, 0.1231689, 0.1568496, 5.674612
0.318, 0.002999991, 0.1249426, 0.1583309, 5.674612
0.328, 0.01000002, 0.1308526, 0.1632658, 5.674612
0.338, 0.00999999, 0.1367426, 0.1681967, 5.674612
0.348, 0.00999999, 0.1425977, 0.1731233, 5.674612
0.365, 0.01700002, 0.1526294, 0.1814886, 6.048283
0.368, 0.002999991, 0.1543988, 0.1829635, 6.048283
0.378, 0.00999999, 0.1602823, 0.1878767, 6.048283
0.388, 0.01000002, 0.1661354, 0.1927854, 6.048283
0.398, 0.00999999, 0.1719446, 0.1976892, 6.048283
0.415, 0.01699999, 0.1818741, 0.2060142, 6.418485
0.418, 0.003000021, 0.1836249, 0.2074818, 6.418485
0.428, 0.00999999, 0.1894406, 0.2123703, 6.418485
0.439, 0.01100001, 0.1957951, 0.2177417, 6.418485
0.448, 0.009000004, 0.2009544, 0.2221314, 6.418485
0.465, 0.01699999, 0.210742, 0.230411, 6.785661
0.468, 0.002999991, 0.2124676, 0.2318703, 6.785661
0.478, 0.00999999, 0.2181965, 0.2367311, 6.785661
0.488, 0.01000002, 0.2238881, 0.241586, 6.785661
0.498, 0.00999999, 0.2295302, 0.2464349, 6.785661
0.515, 0.01699999, 0.2391592, 0.2546638, 7.149807
0.518, 0.003000021, 0.2408567, 0.256114, 7.149807
0.528, 0.00999999, 0.2464912, 0.260944, 7.149807
0.538, 0.00999999, 0.2520879, 0.2657675, 7.149807
0.548, 0.00999999, 0.2576349, 0.2705844, 7.149807
0.565, 0.01700002, 0.2671004, 0.2787574, 7.510718
0.568, 0.003000021, 0.268769, 0.2801976, 7.510718
0.578, 0.00999999, 0.2743073, 0.2849938, 7.510718
0.588, 0.00999999, 0.2798079, 0.2897829, 7.510718
0.598, 0.00999999, 0.2852593, 0.2945647, 7.510718
0.615, 0.01700002, 0.2945617, 0.3026769, 7.868105
0.618, 0.002999961, 0.2962015, 0.3041061, 7.868105
0.628, 0.01000005, 0.3016442, 0.3088655, 7.868105
0.638, 0.00999999, 0.3070498, 0.3136172, 7.868105
0.649, 0.01099998, 0.312937, 0.3188349, 7.868105
0.665, 0.01600003, 0.3215282, 0.3264071, 8.220803
0.668, 0.002999961, 0.3231374, 0.3278246, 8.220803
0.678, 0.00999999, 0.3284793, 0.3325442, 8.220803
0.688, 0.01000005, 0.3337855, 0.3372555, 8.220803
0.698, 0.00999999, 0.3390443, 0.3419583, 8.220803
0.715, 0.01699996, 0.3480214, 0.3499334, 8.571095
0.718, 0.003000021, 0.349604, 0.3513381, 8.571095
0.728, 0.00999999, 0.3548571, 0.356015, 8.571095
0.738, 0.00999999, 0.3600746, 0.3606829, 8.571095
0.748, 0.01000005, 0.3652453, 0.3653419, 8.571095
0.765, 0.01699996, 0.3740708, 0.3732409, 8.916027
0.768, 0.003000021, 0.3756266, 0.3746322, 8.916027
0.778, 0.00999999, 0.3807904, 0.3792633, 8.916027
0.788, 0.00999999, 0.3859188, 0.383885, 8.916027
0.798, 0.00999999, 0.3910006, 0.3884971, 8.916027
0.815, 0.01700002, 0.3996735, 0.3963152, 9.256154
0.818, 0.003000021, 0.4012024, 0.397692, 9.256154
0.828, 0.00999999, 0.4062764, 0.4022746, 9.256154
0.838, 0.00999999, 0.4113153, 0.4068471, 9.256154
0.877, 0.03899998, 0.4302619, 0.4245819, 9.256154
0.887, 0.01000005, 0.4351334, 0.4291035, 9.732172
0.889, 0.001999974, 0.4361075, 0.4300065, 9.732172
0.891, 0.001999974, 0.4370813, 0.4309091, 9.732172
0.894, 0.003000021, 0.4385413, 0.4322622, 9.732172
0.898, 0.004000008, 0.4404856, 0.4340649, 9.732172
0.9150001, 0.01700002, 0.4488025, 0.4417066, 9.921787
0.918, 0.002999961, 0.4502691, 0.4430519, 9.921787
0.928, 0.00999999, 0.4551414, 0.4475287, 9.921787
0.938, 0.01000005, 0.4599842, 0.4519945, 9.921787
0.948, 0.00999999, 0.4647858, 0.4564489, 9.921787
0.965, 0.01699996, 0.4729888, 0.4639952, 10.24603
0.968, 0.003000021, 0.474435, 0.4653234, 10.24603
0.978, 0.00999999, 0.4792362, 0.4697433, 10.24603
0.988, 0.00999999, 0.4840052, 0.4741514, 10.24603
0.998, 0.01000005, 0.488731, 0.4785478, 10.24603
1.015, 0.01699996, 0.4967966, 0.4859939, 10.56416
1.018, 0.003000021, 0.4982183, 0.4873043, 10.56416
1.028, 0.00999999, 0.5029363, 0.4916643, 10.56416
1.038, 0.00999999, 0.5076206, 0.4960121, 10.56416
1.049, 0.01100004, 0.5127197, 0.5007803, 10.56416
1.066, 0.01699996, 0.5206231, 0.5081195, 10.87531
1.068, 0.001999974, 0.5215521, 0.5089805, 10.87531
1.078, 0.00999999, 0.5261753, 0.5132781, 10.87531
1.088, 0.01000011, 0.5307646, 0.5175628, 10.87531
1.098, 0.00999999, 0.5353094, 0.5218345, 10.87531
1.115, 0.01699996, 0.5430587, 0.5290665, 11.18143
1.118, 0.003000021, 0.5444245, 0.5303387, 11.18143
1.128, 0.00999999, 0.5489543, 0.5345709, 11.18143
1.138, 0.00999999, 0.5534496, 0.5387899, 11.18143
1.148, 0.00999999, 0.5579002, 0.5429954, 11.18143
1.165, 0.01699996, 0.5654849, 0.5501134, 11.48013
1.168, 0.003000021, 0.5668216, 0.5513654, 11.48013
1.178, 0.00999999, 0.5712537, 0.5555298, 11.48013
1.188, 0.00999999, 0.5756507, 0.5596803, 11.48013
1.198, 0.00999999, 0.580003, 0.5638168, 11.48013
1.215, 0.01700008, 0.5874168, 0.5708166, 11.77188
1.218, 0.003000021, 0.5887233, 0.5720476, 11.77188
1.228, 0.00999999, 0.5930541, 0.5761415, 11.77188
1.238, 0.00999999, 0.5973497, 0.5802211, 11.77188
1.248, 0.00999999, 0.6016006, 0.584286, 11.77188
1.266, 0.01800001, 0.6092691, 0.5915662, 12.06273
1.268, 0.001999974, 0.6101202, 0.5923721, 12.06273
1.278, 0.00999999, 0.6143523, 0.5963931, 12.06273
1.288, 0.00999999, 0.6185496, 0.600399, 12.06273
1.298, 0.00999999, 0.6227028, 0.60439, 12.06273
1.315, 0.01700008, 0.6297688, 0.61114, 12.33366
1.318, 0.002999902, 0.6310136, 0.6123266, 12.33366
1.328, 0.00999999, 0.6351379, 0.6162719, 12.33366
1.338, 0.01000011, 0.6392262, 0.6202019, 12.33366
1.348, 0.00999999, 0.6432696, 0.6241163, 12.33366
1.365, 0.01699996, 0.6501469, 0.630735, 12.60314
1.368, 0.003000021, 0.6513585, 0.6318983, 12.60314
1.378, 0.00999999, 0.6553718, 0.6357656, 12.60314
1.388, 0.00999999, 0.6593494, 0.6396172, 12.60314
1.398, 0.00999999, 0.6632825, 0.6434525, 12.60314
1.415, 0.01699996, 0.66997, 0.6499358, 12.86481
1.418, 0.003000021, 0.6711481, 0.6510751, 12.86481
1.428, 0.00999999, 0.6750497, 0.654862, 12.86481
1.438, 0.00999999, 0.6789157, 0.6586325, 12.86481
1.448, 0.00999999, 0.6827377, 0.6623866, 12.86481
1.473, 0.0250001, 0.6922963, 0.6716991, 13.12403
1.476, 0.002999902, 0.6934404, 0.6728096, 13.12403
1.478, 0.002000093, 0.6942018, 0.6735492, 13.12403
1.488, 0.00999999, 0.6979718, 0.6772364, 13.12403
1.498, 0.00999999, 0.7016969, 0.6809067, 13.12403
1.555, 0.05699992, 0.7228078, 0.7014999, 13.36402
1.557, 0.002000093, 0.7235456, 0.7022123, 13.36402
1.56, 0.002999902, 0.7246455, 0.7032794, 13.36402
1.562, 0.002000093, 0.7253758, 0.70399, 13.36402
1.564, 0.001999974, 0.7261031, 0.7046999, 13.36402
1.573, 0.008999944, 0.7293574, 0.7078855, 13.6343
1.576, 0.003000021, 0.7304394, 0.7089442, 13.6343
1.578, 0.001999974, 0.7311594, 0.7096491, 13.6343
1.588, 0.01000011, 0.734724, 0.713163, 13.6343
1.598, 0.00999999, 0.7382455, 0.7166591, 13.6343
1.615, 0.01699996, 0.7442009, 0.7225613, 13.8292
1.618, 0.003000021, 0.7452493, 0.7235973, 13.8292
1.628, 0.00999999, 0.748712, 0.7270393, 13.8292
1.638, 0.00999999, 0.7521349, 0.7304633, 13.8292
1.648, 0.00999999, 0.7555113, 0.7338689, 13.8292
1.665, 0.01699996, 0.7612264, 0.7396162, 14.04781
1.706, 0.04100001, 0.7745589, 0.7532569, 14.04781
1.709, 0.003000021, 0.7755291, 0.7542428, 14.04781
1.711, 0.001999974, 0.7761734, 0.754899, 14.04781
1.713, 0.002000093, 0.7768154, 0.7555544, 14.04781
1.723, 0.00999999, 0.7800097, 0.7588204, 14.2823
1.725, 0.001999974, 0.7806476, 0.7594713, 14.2823
1.728, 0.003000021, 0.781602, 0.7604463, 14.2823
1.738, 0.00999999, 0.784755, 0.7636838, 14.2823
1.748, 0.00999999, 0.7878719, 0.7669022, 14.2823
1.765, 0.01699996, 0.7931501, 0.7723294, 14.45914
1.768, 0.003000021, 0.7940794, 0.7732813, 14.45914
1.778, 0.00999999, 0.7971502, 0.776442, 14.45914
1.788, 0.00999999, 0.8001868, 0.7795832, 14.45914
1.798, 0.00999999, 0.8031827, 0.7827049, 14.45914
