0.027, 0.027
0.047, 0.02
0.067, 0.02
0.087, 0.02
0.107, 0.02
0.157, 0.05
0.17, 0.013
0.182, 0.01199999
0.195, 0.013
0.207, 0.01200001
0.227, 0.02
0.247, 0.02
0.309, 0.06199999
0.321, 0.01200002
0.332, 0.01099998
0.343, 0.01100001
0.355, 0.01199999
0.373, 0.01800001
0.387, 0.014
0.407, 0.02000001
0.427, 0.01999998
0.447, 0.02000001
0.467, 0.02000001
0.487, 0.01999998
0.507, 0.02000004
0.527, 0.01999998
0.547, 0.01999998
0.567, 0.01999998
0.587, 0.02000004
0.607, 0.01999998
0.627, 0.01999998
0.647, 0.02000004
0.702, 0.05500001
0.715, 0.01299995
0.734, 0.01900005
0.746, 0.01199996
0.758, 0.01200002
0.769, 0.01099998
0.787, 0.01800001
0.807, 0.01999998
0.827, 0.02000004
0.877, 0.04999995
0.889, 0.01200002
0.9, 0.01099998
0.912, 0.01200002
0.927, 0.01499999
0.947, 0.02000004
0.967, 0.01999998
0.987, 0.01999998
1.007, 0.01999998
1.027, 0.01999998
1.047, 0.0200001
1.067, 0.01999998
1.087, 0.01999998
1.107, 0.01999998
1.127, 0.01999998
1.147, 0.01999998
1.167, 0.0200001
1.187, 0.01999998
1.207, 0.01999998
1.227, 0.01999998
1.247, 0.01999998
1.267, 0.01999998
1.287, 0.01999998
1.307, 0.0200001
1.327, 0.01999998
1.347, 0.01999998
1.367, 0.01999998
1.387, 0.01999998
1.407, 0.01999998
1.427, 0.0200001
1.447, 0.01999998
1.467, 0.01999998
1.487, 0.01999998
1.507, 0.01999998
1.527, 0.01999998
1.547, 0.0200001
1.567, 0.01999998
1.587, 0.01999998
1.607, 0.01999998
1.627, 0.01999998
1.647, 0.01999998
1.694, 0.04700005
1.706, 0.01199996
1.718, 0.01200008
1.729, 0.01099992
1.748, 0.01900005
1.767, 0.01899993
1.787, 0.01999998
1.807, 0.0200001
1.827, 0.01999998
1.847, 0.01999998
1.867, 0.01999998
1.887, 0.01999998
1.907, 0.01999998
1.927, 0.0200001
1.947, 0.01999998
1.967, 0.01999998
1.987, 0.01999998
2.007, 0.01999998
2.027, 0.01999998
2.047, 0.01999998
2.067, 0.01999998
2.087, 0.01999998
2.107, 0.02000022
2.127, 0.01999998
2.147, 0.01999998
2.167, 0.01999998
2.187, 0.01999998
2.207, 0.01999998
2.227, 0.01999998
2.247, 0.01999998
2.267, 0.01999998
2.287, 0.01999998
2.307, 0.01999998
2.327, 0.01999998
2.347, 0.01999998
2.367, 0.02000022
2.387, 0.01999998
2.407, 0.01999998
2.427, 0.01999998
2.447, 0.01999998
2.496, 0.04900002
2.508, 0.01199985
2.52, 0.01200008
2.531, 0.01099992
2.547, 0.01600003
2.567, 0.01999998
2.587, 0.01999998
2.607, 0.02000022
2.627, 0.01999998
2.647, 0.01999998
2.667, 0.01999998
2.687, 0.01999998
2.707, 0.01999998
2.727, 0.01999998
2.747, 0.01999998
2.767, 0.01999998
2.787, 0.01999998
2.807, 0.01999998
2.827, 0.01999998
2.847, 0.01999998
2.867, 0.02000022
2.887, 0.01999998
2.907, 0.01999998
2.927, 0.01999998
2.947, 0.01999998
2.967, 0.01999998
2.987, 0.01999998
3.007, 0.01999998
3.027, 0.01999998
3.047, 0.01999998
3.067, 0.01999998
3.087, 0.01999998
3.107, 0.02000022
3.127, 0.01999998
3.147, 0.01999998
3.167, 0.01999998
3.187, 0.01999998
3.207, 0.01999998
3.227, 0.01999998
3.247, 0.01999998
3.267, 0.01999998
3.316, 0.04900002
3.329, 0.01300001
3.34, 0.01099992
3.352, 0.01200008
3.367, 0.0150001
3.387, 0.01999998
3.407, 0.01999998
3.427, 0.01999998
3.447, 0.01999998
3.467, 0.01999998
3.487, 0.01999998
3.507, 0.01999998
3.527, 0.01999998
3.547, 0.01999998
3.567, 0.01999998
3.587, 0.01999998
3.607, 0.02000022
3.627, 0.01999998
3.647, 0.01999998
3.667, 0.01999998
3.687, 0.01999998
3.707, 0.01999998
3.727, 0.01999998
3.747, 0.01999998
3.767, 0.01999998
3.787, 0.01999998
3.807, 0.01999998
3.827, 0.01999998
3.847, 0.01999998
3.867, 0.02000022
3.887, 0.01999998
3.907, 0.01999998
3.927, 0.01999998
3.947, 0.01999998
3.967, 0.01999998
3.987, 0.01999998
4.007, 0.01999998
4.027, 0.01999998
4.047, 0.01999998
4.067, 0.01999998
4.087, 0.01999998
4.137, 0.05000019
4.149, 0.01200008
4.168, 0.01900005
4.18, 0.01199961
4.191, 0.01100016
4.207, 0.01599979
4.227, 0.02000046
4.247, 0.01999998
4.267, 0.01999998
4.287, 0.01999998
4.307, 0.01999998
4.327, 0.01999998
4.347, 0.01999998
4.367, 0.01999998
4.387, 0.01999998
4.407, 0.01999998
4.427, 0.01999998
4.447, 0.01999998
4.467, 0.01999998
4.487, 0.01999998
4.507, 0.01999998
4.527, 0.01999998
4.547, 0.01999998
4.567, 0.01999998
4.587, 0.01999998
4.607, 0.01999998
4.627, 0.01999998
4.647, 0.01999998
4.696, 0.04900026
4.708, 0.01200008
4.719, 0.01099968
4.734, 0.01500034
4.747, 0.01300001
4.767, 0.01999998
4.787, 0.01999998
4.807, 0.01999998
4.827, 0.01999998
4.847, 0.01999998
4.867, 0.01999998
4.887, 0.01999998
4.907, 0.01999998
4.959, 0.05200005
4.971, 0.01200008
4.983, 0.01199961
4.994, 0.01100016
5.007, 0.01300001
5.027, 0.01999998
5.047, 0.01999998
5.067, 0.01999998
5.087, 0.01999998
5.107, 0.01999998
5.127, 0.01999998
5.147, 0.01999998
5.167, 0.01999998
5.187, 0.01999998
5.207, 0.01999998
5.227, 0.02000046
5.247, 0.01999998
5.267, 0.01999998
5.287, 0.01999998
5.307, 0.01999998
5.327, 0.01999998
5.347, 0.01999998
5.367, 0.01999998
5.387, 0.01999998
5.407, 0.01999998
5.427, 0.01999998
5.447, 0.01999998
5.467, 0.01999998
5.487, 0.01999998
5.507, 0.01999998
5.527, 0.01999998
5.547, 0.01999998
5.567, 0.01999998
5.587, 0.01999998
5.607, 0.01999998
