0.07, 0.07
0.132, 0.062
0.199, 0.067
0.26, 0.06099999
0.33, 0.07000002
0.436, 0.106
0.496, 0.06
0.563, 0.06700003
0.63, 0.06699997
0.689, 0.05900002
0.754, 0.065
0.812, 0.05799997
0.8809999, 0.06900001
0.948, 0.06700003
1.003, 0.05500001
1.069, 0.06599998
1.137, 0.06799996
1.198, 0.06099999
1.262, 0.06400001
1.333, 0.07099998
1.392, 0.05900002
1.457, 0.06500006
1.516, 0.05900002
1.583, 0.06699991
1.65, 0.06700003
1.709, 0.05900002
1.774, 0.06500006
1.843, 0.06900001
1.905, 0.06199992
1.972, 0.06700003
2.031, 0.0589999
2.139, 0.108
2.204, 0.06500006
2.263, 0.05900002
2.326, 0.06299996
2.394, 0.06800008
2.45, 0.05599999
2.515, 0.06500006
2.574, 0.05899978
2.637, 0.0630002
2.701, 0.06399989
2.757, 0.05599999
2.823, 0.06599998
2.888, 0.06500006
2.95, 0.06200004
3.017, 0.06699991
3.073, 0.05599999
3.138, 0.06500006
3.211, 0.07299995
3.275, 0.06400013
3.338, 0.06299996
3.405, 0.06699991
3.461, 0.05599999
3.529, 0.06800008
3.588, 0.05900002
3.655, 0.06699991
3.717, 0.06200004
3.779, 0.06200004
3.847, 0.06799984
3.916, 0.06900001
4.02, 0.1040001
4.088, 0.06799984
4.147, 0.05900002
4.216, 0.06900024
4.283, 0.06699991
4.342, 0.05900002
4.407, 0.06500006
4.474, 0.06699991
4.535, 0.06099987
4.598, 0.0630002
4.657, 0.05900002
4.723, 0.06599998
4.785, 0.0619998
4.844, 0.05900002
4.911, 0.06699991
4.974, 0.0630002
5.033, 0.05900002
5.095, 0.0619998
5.157, 0.06200027
5.228, 0.0710001
5.297, 0.06899977
5.353, 0.05600023
5.421, 0.06799984
5.486, 0.06500006
5.553, 0.06699991
5.618, 0.06500006
5.684, 0.06599998
5.746, 0.0619998
5.816, 0.07000017
5.872, 0.05600023
5.94, 0.06799984
6.005, 0.06500006
6.064, 0.05900002
6.131, 0.06699991
6.197, 0.06599998
6.256, 0.05900002
6.321, 0.06500006
6.385, 0.06400013
6.45, 0.06499958
6.515, 0.06500006
6.574, 0.05900002
6.642, 0.06800032
6.709, 0.06699991
6.771, 0.0619998
6.836, 0.06500006
6.895, 0.05900002
6.962, 0.06699991
7.029, 0.06699991
7.088, 0.05900002
7.154, 0.06599998
7.219, 0.06500006
7.28, 0.06100035
7.347, 0.06699991
7.406, 0.05900002
7.471, 0.06500006
7.536, 0.06499958
7.597, 0.06100035
7.666, 0.06899977
7.776, 0.1100001
7.835, 0.05900002
7.9, 0.06500006
7.959, 0.05900002
8.024, 0.06500006
8.089, 0.06499958
8.148, 0.05900002
8.213, 0.06500053
8.276, 0.06299973
8.335, 0.05900002
8.4, 0.06499958
8.461, 0.06100082
8.528, 0.06699944
8.593, 0.06500053
8.652, 0.05900002
8.717, 0.06499958
8.79, 0.07299995
8.846, 0.05599976
8.914, 0.06799984
8.973, 0.05900002
9.041, 0.06800079
9.103, 0.06199932
9.162, 0.05900002
9.225, 0.06300068
9.292, 0.06699944
9.351, 0.05900002
9.416, 0.06500053
9.471, 0.05499935
9.535, 0.06400013
9.602, 0.06700039
9.663, 0.06099987
9.733, 0.06999969
9.803, 0.07000065
9.862, 0.05900002
9.929, 0.06699944
9.988, 0.05900002
10.056, 0.06799984
10.119, 0.06300068
10.18, 0.06099987
10.247, 0.06699944
10.317, 0.07000065
10.376, 0.05900002
10.445, 0.06899929
10.518, 0.07299995
10.577, 0.05900002
10.645, 0.06800079
10.704, 0.05900002
10.771, 0.06699944
10.833, 0.06200027
10.895, 0.06200027
10.96, 0.06499958
11.029, 0.06900024
11.088, 0.05900002
11.153, 0.06499958
11.209, 0.05599976
11.277, 0.06800079
11.343, 0.06599998
11.405, 0.06199932
11.468, 0.06300068
11.574, 0.1059999
11.633, 0.05900002
11.698, 0.06499958
11.757, 0.05900002
11.827, 0.06999969
11.891, 0.06400013
11.95, 0.05900002
12.015, 0.06500053
12.083, 0.06799984
12.142, 0.05900002
12.209, 0.06699944
12.268, 0.05900002
12.335, 0.06700039
12.397, 0.06200027
12.462, 0.06499958
12.53, 0.06799984
12.599, 0.06900024
12.658, 0.05900002
