0.077, 0.077, 0.0, 0.03849046, 0
0.087, 0.01, 0.0, 0.04348623, 0
0.09700001, 0.01, 0.0, 0.04848101, 0
0.107, 0.01, 0.0, 0.05347448, 0
0.117, 0.01, 0.0, 0.05846664, 0
0.127, 0.01, 0.0, 0.06345732, 0
0.137, 0.00999999, 0.0, 0.06844643, 0
0.147, 0.01, 0.0, 0.07343384, 0
0.157, 0.01, 0.0, 0.0784194, 0
0.167, 0.00999999, 0.0, 0.08340299, 0
0.177, 0.01, 0.0, 0.08838449, 0
0.187, 0.01, 0.0, 0.0933638, 0
0.197, 0.00999999, 0.0, 0.09834076, 0
0.207, 0.01, 0.0, 0.1033153, 0
0.217, 0.00999999, 0.0, 0.1082872, 0
0.227, 0.01, 0.0, 0.1132565, 0
0.265, 0.03799999, 0.0, 0.1321126, 0
0.268, 0.003000021, 0.0, 0.1335994, 0
0.27, 0.002000004, 0.0, 0.1345903, 0
0.272, 0.002000004, 0.0, 0.1355811, 0
0.277, 0.004999995, 0.0, 0.1380576, 0
0.287, 0.00999999, 0.0, 0.143008, 0
0.297, 0.00999999, 0.0, 0.1479548, 0
0.307, 0.01000002, 0.0, 0.1528979, 0
0.317, 0.00999999, 0.0, 0.1578372, 0
0.327, 0.00999999, 0.0, 0.1627725, 0
0.337, 0.01000002, 0.0, 0.1677038, 0
0.347, 0.00999999, 0.0, 0.1726309, 0
0.357, 0.00999999, 0.0, 0.1775536, 0
0.367, 0.01000002, 0.0, 0.1824719, 0
0.377, 0.00999999, 0.0, 0.1873857, 0
0.387, 0.00999999, 0.0, 0.1922947, 0
0.397, 0.01000002, 0.0, 0.197199, 0
0.407, 0.00999999, 0.0, 0.2020983, 0
0.417, 0.00999999, 0.0, 0.2069926, 0
0.427, 0.00999999, 0.0, 0.2118817, 0
0.437, 0.01000002, 0.0, 0.2167655, 0
0.447, 0.00999999, 0.0, 0.2216439, 0
0.457, 0.00999999, 0.0, 0.2265167, 0
0.467, 0.01000002, 0.0, 0.231384, 0
0.477, 0.00999999, 0.0, 0.2362454, 0
0.487, 0.00999999, 0.0, 0.2411008, 0
0.497, 0.01000002, 0.0, 0.2459503, 0
0.507, 0.01000002, 0.0, 0.2507936, 0
0.517, 0.00999999, 0.0, 0.2556307, 0
